Plugin ID,CVE,CVSS,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"14272","","","None","localhost","tcp","2105","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 2105/tcp was found to be open"
"14272","","","None","localhost","tcp","2107","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 2107/tcp was found to be open"
"14272","","","None","localhost","tcp","5357","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 5357/tcp was found to be open"
"14272","","","None","localhost","tcp","8000","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 8000/tcp was found to be open"
"14272","","","None","localhost","tcp","8089","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 8089/tcp was found to be open"
"14272","","","None","localhost","tcp","8191","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 8191/tcp was found to be open"
"14272","","","None","localhost","tcp","8834","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 8834/tcp was found to be open"
"14272","","","None","localhost","tcp","49664","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 49664/tcp was found to be open"
"14272","","","None","localhost","tcp","49665","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 49665/tcp was found to be open"
"14272","","","None","localhost","tcp","49666","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 49666/tcp was found to be open"
"14272","","","None","localhost","tcp","49667","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 49667/tcp was found to be open"
"14272","","","None","localhost","tcp","49668","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 49668/tcp was found to be open"
"14272","","","None","localhost","tcp","49669","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 49669/tcp was found to be open"
"14272","","","None","localhost","tcp","49670","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 49670/tcp was found to be open"
"14272","","","None","localhost","tcp","49684","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 49684/tcp was found to be open"
"14272","","","None","localhost","tcp","1241","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 1241/tcp was found to be open"
"14272","","","None","localhost","tcp","5354","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 5354/tcp was found to be open"
"14272","","","None","localhost","tcp","8065","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 8065/tcp was found to be open"
"14272","","","None","localhost","tcp","12025","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 12025/tcp was found to be open"
"14272","","","None","localhost","tcp","12110","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 12110/tcp was found to be open"
"14272","","","None","localhost","tcp","12119","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 12119/tcp was found to be open"
"14272","","","None","localhost","tcp","12143","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 12143/tcp was found to be open"
"14272","","","None","localhost","tcp","27015","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 27015/tcp was found to be open"
"14272","","","None","localhost","tcp","27275","netstat portscanner (SSH)","Remote open ports are enumerated via SSH.","This plugin runs 'netstat' on the remote machine to enumerate open
ports.

See the section 'plugins options' to configure it.","n/a","","Port 27275/tcp was found to be open"
"17651","","","None","localhost","tcp","445","Microsoft Windows SMB : Obtains the Password Policy","It is possible to retrieve the remote host's password policy using the
supplied credentials.","Using the supplied credentials it was possible to extract the password
policy for the remote Windows host. The password policy must conform
to the Informational System Policy.","n/a","","The following password policy is defined on the remote host:

Minimum password len: 0
Password history len: 0
Maximum password age (d): 42
Password must meet complexity requirements: Disabled
Minimum password age (d): 0
Forced logoff time (s): Not set
Locked account time (s): 1800
Time between failed logon (s): 1800
Number of invalid logon before locked out (s): 0
"
"18391","","5.0","Medium","localhost","tcp","12025","SMTP Server Non-standard Port Detection","The remote SMTP service is running on a non-standard port.","This SMTP server is running on a non-standard port.  This might be a
backdoor set up by attackers to send spam or even control of a targeted
machine.","Check and clean the configuration.","http://www.icir.org/vern/papers/backdoor/","
  Banner : 220 AsiaStevePC avast! SMTP proxy ready.

"
"19506","","","None","localhost","tcp","0","Nessus Scan Information","This plugin displays information about the Nessus scan.","This plugin displays, for each tested host, information about the
scan itself :

  - The version of the plugin set.
  - The type of scanner (Nessus or Nessus Home).
  - The version of the Nessus Engine.
  - The port scanner(s) used.
  - The port range scanned.
  - Whether credentialed or third-party patch management
    checks are possible.
  - The date of the scan.
  - The duration of the scan.
  - The number of hosts scanned in parallel.
  - The number of checks done in parallel.","n/a","","Information about this scan : 

Nessus version : 6.5.6
Plugin feed version : 201603231115
Scanner edition used : Nessus
Scan type : Normal
Scan policy used : Advanced Scan
Scanner IP : 127.0.0.1
Thorough tests : no
Experimental tests : no
Paranoia level : 1
Report verbosity : 1
Safe checks : yes
Optimize the test : yes
Credentialed checks : yes, as '127.0.0.1\Administrator' via SMB
Patch management checks : None
CGI scanning : disabled
Web application tests : disabled
Max hosts : 5
Max checks : 5
Recv timeout : 5
Backports : None
Allow post-scan editing: Yes
Scan Start Date : 2016/3/25 10:06 GMT Standard Time
Scan duration : 871 sec
"
"20301","","","None","localhost","tcp","902","VMware ESX/GSX Server detection","The remote host appears to be running VMware Server, ESX Server, or
GSX Server.","According to its banner, the remote host appears to be running a
VMware server authentication daemon, which likely indicates the remote
host is running VMware Server, ESX Server, or GSX Server.","n/a","http://www.vmware.com/",""
"20301","","","None","localhost","tcp","912","VMware ESX/GSX Server detection","The remote host appears to be running VMware Server, ESX Server, or
GSX Server.","According to its banner, the remote host appears to be running a
VMware server authentication daemon, which likely indicates the remote
host is running VMware Server, ESX Server, or GSX Server.","n/a","http://www.vmware.com/",""
